id,appraised_value,sq_ft,acreage,latitude,longitude,zip_code,flood_risk,,,,
14014,$ 168624,1105,0.0169,29.7474,-95.38333,77006,1,,,$,168624
14015,$ 191939,1105,0.0169,29.7474,-95.38333,77006,1,,,$,191939
14016,$ 141254,1012,0.0153,29.7474,-95.38333,77006,1,,,$,141254
14017,$ 192500,1170,0.0169,29.7474,-95.38333,77006,1,,,$,192500
14018,$ 147827,976,0.0153,29.7474,-95.38333,77006,1,,,$,147827
14019,$ 194000,1024,0.0153,29.7474,-95.38333,77006,1,,,$,194000
14020,$ 282440,1712,0.0404,29.73832,-95.41396,77098,1,,,$,282440
14021,$ 363478,1998,0.0459,29.73832,-95.41404,77098,1,,,$,363478
14022,$ 297273,1998,0.0459,29.73832,-95.41412,77098,1,,,$,297273
14023,$ 297273,1998,0.0459,29.73832,-95.4142,77098,1,,,$,297273
14024,$ 278986,1730,0.0459,29.73832,-95.41427,77098,1,,,$,278986
14025,$ 281230,1730,0.0459,29.73832,-95.41435,77098,1,,,$,281230
14026,$ 318542,1998,0.0459,29.73832,-95.41443,77098,1,,,$,318542
14027,$ 286000,1998,0.0459,29.73831,-95.41451,77098,1,,,$,286000
14028,$ 297105,1998,0.0459,29.73831,-95.41459,77098,1,,,$,297105
14029,$ 285110,1846,0.0404,29.73831,-95.41466,77098,1,,,$,285110
14030,$ 297105,1998,0.0459,29.73842,-95.4138,77098,1,,,$,297105
14031,$ 344852,1998,0.0459,29.73842,-95.4138,77098,1,,,$,344852
14032,$ 304607,1846,0.0404,29.73842,-95.4138,77098,1,,,$,304607
14033,$ 297105,1998,0.0459,29.73831,-95.41466,77098,1,,,$,297105
14034,$ 307200,1846,0.0404,29.73831,-95.41466,77098,1,,,$,307200
14035,$ 206364,1513,0.0327,29.69947,-95.42259,77025,3,,,$,206364
14036,$ 233287,1700,0.0295,29.69952,-95.42259,77025,3,,,$,233287
14037,$ 217827,1513,0.0258,29.69957,-95.42259,77025,3,,,$,217827
14038,$ 251072,1942,0.0326,29.69963,-95.42259,77025,3,,,$,251072
14039,$ 217107,1513,0.0249,29.69968,-95.42259,77025,3,,,$,217107
14040,$ 252006,1944,0.0368,29.69974,-95.42259,77025,3,,,$,252006
14041,$ 218662,1513,0.0263,29.6998,-95.4226,77025,3,,,$,218662
14042,$ 250955,1942,0.0321,29.69985,-95.4226,77025,3,,,$,250955
14043,$ 232670,1700,0.0301,29.69991,-95.42259,77025,3,,,$,232670
14044,$ 219100,1513,0.0268,29.69996,-95.4226,77025,3,,,$,219100
14045,$ 255520,1942,0.0509,29.69917,-95.42272,77025,3,,,$,255520
14046,$ 243467,1513,0.022,29.69924,-95.4227,77025,3,,,$,243467
14047,$ 288344,1942,0.0299,29.69929,-95.42267,77025,3,,,$,288344
14048,$ 306352,2266,0.0775,29.69936,-95.42264,77025,3,,,$,306352
14049,$ 268111,1868,0.0584,29.6995502,-95.4227139,77025,3,,,$,268111
14050,$ 262301,2048,0.0391,29.6995412,-95.4227155,77025,3,,,$,262301
14051,$ 219880,1513,0.0281,29.69909,-95.42234,77025,3,,,$,219880
14052,$ 309743,2266,0.0392,29.6995234,-95.4227186,77025,3,,,$,309743
14053,$ 229678,1640,0.029,29.6995145,-95.4227202,77025,3,,,$,229678
14054,$ 261620,2048,0.0363,29.6995055,-95.4227218,77025,3,,,$,261620
14055,$ 183483,2154,0.0524,29.6994966,-95.4227233,77025,3,,,$,183483
14056,$ 258274,2000,0.04,29.6994877,-95.4227249,77025,3,,,$,258274
14057,$ 233504,1700,0.0332,29.6994787,-95.4227265,77025,3,,,$,233504
14058,$ 248744,1944,0.0362,29.6994698,-95.422728,77025,3,,,$,248744
14059,$ 232797,1680,0.0287,29.6994609,-95.4227296,77025,3,,,$,232797
14060,$ 217037,1513,0.0251,29.6994519,-95.4227312,77025,3,,,$,217037
14061,$ 232034,1700,0.0278,29.699443,-95.4227327,77025,3,,,$,232034
14062,$ 306265,2072,0.0355,29.6994341,-95.4227343,77025,3,,,$,306265
14063,$ 231986,1700,0.0287,29.6994251,-95.4227359,77025,3,,,$,231986
14064,$ 251719,1944,0.0354,29.6994162,-95.4227374,77025,3,,,$,251719
14065,$ 224777,1680,0.0287,29.6994073,-95.422739,77025,3,,,$,224777
14066,$ 258000,2266,0.0391,29.7002,-95.42266,77025,3,,,$,258000
14067,$ 218755,1513,0.0265,29.70021,-95.4226,77025,3,,,$,218755
14068,$ 251549,1944,0.0349,29.70021,-95.42253,77025,3,,,$,251549
14069,$ 232465,1700,0.0303,29.70021,-95.42246,77025,3,,,$,232465
14070,$ 217800,1513,0.0263,29.70021,-95.42241,77025,3,,,$,217800
14071,$ 250832,1942,0.0321,29.70021,-95.42235,77025,3,,,$,250832
14072,$ 233100,1700,0.0295,29.70021,-95.42228,77025,3,,,$,233100
14073,$ 249164,1513,0.025,29.70021,-95.42223,77025,3,,,$,249164
14074,$ 256960,2266,0.0482,29.70021,-95.42215,77025,3,,,$,256960
14075,$ 218425,1513,0.0264,29.70021,-95.42207,77025,3,,,$,218425
14076,$ 251627,1944,0.0353,29.70021,-95.422,77025,3,,,$,251627
14077,$ 232700,1700,0.0304,29.70021,-95.42194,77025,3,,,$,232700
14078,$ 214894,1513,0.025,29.70021,-95.42187,77025,3,,,$,214894
14079,$ 251123,1942,0.0328,29.70021,-95.42182,77025,3,,,$,251123
14080,$ 229144,1700,0.0273,29.70021,-95.42175,77025,3,,,$,229144
14081,$ 220517,1513,0.0326,29.70021,-95.4217,77025,3,,,$,220517
14082,$ 235602,1700,0.0418,29.69941,-95.4218,77025,3,,,$,235602
14083,$ 217727,1513,0.0253,29.69948,-95.42181,77025,3,,,$,217727
14084,$ 232683,1700,0.0282,29.69953,-95.42181,77025,3,,,$,232683
14085,$ 250227,1942,0.029,29.69958,-95.42181,77025,3,,,$,250227
14086,$ 216970,1513,0.0249,29.69964,-95.42181,77025,3,,,$,216970
14087,$ 272083,2226,0.0376,29.6997,-95.42181,77025,3,,,$,272083
14088,$ 231500,1700,0.0274,29.69976,-95.42181,77025,3,,,$,231500
14089,$ 215619,1513,0.0238,29.69981,-95.42181,77025,3,,,$,215619
14090,$ 232265,1700,0.0276,29.69986,-95.42181,77025,3,,,$,232265
14091,$ 260956,2048,0.0335,29.69992,-95.42182,77025,3,,,$,260956
14092,$ 217010,1513,0.0247,29.69998,-95.42182,77025,3,,,$,217010
14093,$ 225000,1680,0.0306,29.70004,-95.42182,77025,3,,,$,225000
14094,$ 233000,1700,0.0257,29.6996484,-95.4226967,77025,3,,,$,233000
14095,$ 203000,1513,0.0244,29.69899,-95.42181,77025,3,,,$,203000
14096,$ 246231,1700,0.0265,29.69904,-95.42181,77025,3,,,$,246231
14097,$ 274351,2266,0.0372,29.6991,-95.42181,77025,3,,,$,274351
14098,$ 216695,1513,0.0248,29.69916,-95.42181,77025,3,,,$,216695
14099,$ 240000,1942,0.0293,29.6992,-95.42181,77025,3,,,$,240000
14100,$ 274580,2266,0.0381,29.69927,-95.42181,77025,3,,,$,274580
14101,$ 234608,1700,0.0382,29.69934,-95.4218,77025,3,,,$,234608
14102,$ 310781,2143,0.0644,29.6995591,-95.4227124,77025,3,,,$,310781
14103,$ 181872,2143,0.0471,29.699568,-95.4227108,77025,3,,,$,181872
14104,$ 266905,2143,0.0505,29.699577,-95.4227092,77025,3,,,$,266905
14105,$ 266000,2143,0.0469,29.6995859,-95.4227077,77025,3,,,$,266000
14106,$ 266643,2143,0.0494,29.6995948,-95.4227061,77025,3,,,$,266643
14107,$ 203355,2143,0.0489,29.6996038,-95.4227045,77025,3,,,$,203355
14108,$ 310817,2143,0.0467,29.69855,-95.42192,77025,3,,,$,310817
14109,$ 277271,2143,0.0869,29.69846,-95.42186,77025,3,,,$,277271
14110,$ 300000,1938,0.1087,29.6996305,-95.4226998,77025,3,,,$,300000
14111,$ 282800,2143,0.1161,29.6996395,-95.4226983,77025,3,,,$,282800
14140,$ 281972,1771,0,29.74119,-95.45098,77027,1,,,$,281972
14141,$ 237050,1814,0,29.74119,-95.45089,77027,1,,,$,237050
14142,$ 291159,1888,0,29.7412,-95.4508,77027,1,,,$,291159
14143,$ 410259,1772,0,29.7412,-95.45071,77027,1,,,$,410259
14144,$ 275873,1675,0,29.74123,-95.45062,77027,1,,,$,275873
14145,$ 238810,2232,0,29.74122,-95.45054,77027,1,,,$,238810
14146,$ 413383,1827,0,29.74122,-95.45045,77027,1,,,$,413383
14147,$ 295462,1978,0,29.74123,-95.45032,77027,1,,,$,295462
14148,$ 294144,1946,0,29.74083,-95.45079,77027,1,,,$,294144
14150,$ 311967,2286,0,29.74083,-95.45079,77027,1,,,$,311967
14151,$ 317607,2280,0,29.74052,-95.4506,77027,1,,,$,317607
14152,$ 354061,2176,0,29.74061,-95.4506,77027,1,,,$,354061
14153,$ 280000,1883,0,29.74069,-95.45057,77027,1,,,$,280000
14154,$ 252890,1844,0,29.74076,-95.45055,77027,1,,,$,252890
14155,$ 286396,1888,0,29.74087,-95.45052,77027,1,,,$,286396
14156,$ 289410,2162,0,29.74083,-95.45079,77027,1,,,$,289410
14182,$ 370000,1716,0,29.73948,-95.42326,77098,1,,,$,370000
14184,$ 313000,1341,0,29.73948,-95.42326,77098,1,,,$,313000
14185,$ 403798,1680,0,29.73948,-95.42326,77098,1,,,$,403798
14186,$ 415595,1765,0,29.73948,-95.42326,77098,1,,,$,415595
14187,$ 384905,1528,0,29.73948,-95.42326,77098,1,,,$,384905
14188,$ 372645,1617,0,29.73948,-95.42326,77098,1,,,$,372645
14189,$ 380000,1370,0,29.73948,-95.42326,77098,1,,,$,380000
14190,$ 381681,1650,0,29.73948,-95.42326,77098,1,,,$,381681
14191,$ 427766,1680,0,29.73948,-95.42326,77098,1,,,$,427766
14192,$ 429000,1662,0,29.73948,-95.42326,77098,1,,,$,429000
14194,$ 403798,1680,0,29.73948,-95.42326,77098,1,,,$,403798
14195,$ 350000,1480,0,29.73948,-95.42326,77098,1,,,$,350000
14196,$ 385059,1513,0,29.73948,-95.42326,77098,1,,,$,385059
14197,$ 397000,1662,0,29.73948,-95.42326,77098,1,,,$,397000
14198,$ 378956,1716,0,29.73948,-95.42326,77098,1,,,$,378956
14200,$ 364097,1528,0,29.73948,-95.42326,77098,1,,,$,364097
14202,$ 365200,1650,0,29.73948,-95.42326,77098,1,,,$,365200
14203,$ 305000,1233,0,29.73948,-95.42326,77098,1,,,$,305000
14204,$ 364314,1700,0,29.73948,-95.42326,77098,1,,,$,364314
14206,$ 392000,1680,0,29.73948,-95.42326,77098,1,,,$,392000
14207,$ 400000,1650,0,29.73948,-95.42326,77098,1,,,$,400000
14208,$ 434142,1680,0,29.73948,-95.42326,77098,1,,,$,434142
14209,$ 381930,1528,0,29.73948,-95.42326,77098,1,,,$,381930
14210,$ 315000,1617,0,29.73948,-95.42326,77098,1,,,$,315000
14211,$ 365000,1617,0,29.73948,-95.42326,77098,1,,,$,365000
14212,$ 385814,1680,0,29.73948,-95.42326,77098,1,,,$,385814
14213,$ 415057,1376,0,29.73948,-95.42326,77098,1,,,$,415057
14214,$ 395398,1680,0,29.73948,-95.42326,77098,1,,,$,395398
14215,$ 397099,1617,0,29.73948,-95.42326,77098,1,,,$,397099
14216,$ 302500,1586,0,29.73948,-95.42326,77098,1,,,$,302500
14217,$ 397099,1617,0,29.73948,-95.42326,77098,1,,,$,397099
14218,$ 403131,1505,0,29.73948,-95.42326,77098,1,,,$,403131
14219,$ 403798,1680,0,29.73948,-95.42326,77098,1,,,$,403798
14220,$ 406673,1700,0,29.73948,-95.42326,77098,1,,,$,406673
14221,$ 348730,1214,0,29.73948,-95.42326,77098,1,,,$,348730
14223,$ 372645,1617,0,29.73948,-95.42326,77098,1,,,$,372645
14224,$ 398300,1632,0,29.73948,-95.42326,77098,1,,,$,398300
14225,$ 434447,1492,0,29.73948,-95.42326,77098,1,,,$,434447
14226,$ 398206,1638,0,29.73948,-95.42326,77098,1,,,$,398206
14227,$ 327607,1505,0,29.73948,-95.42326,77098,1,,,$,327607
14228,$ 419215,1617,0,29.73948,-95.42326,77098,1,,,$,419215
14229,$ 363000,1680,0,29.73948,-95.42326,77098,1,,,$,363000
14230,$ 385171,1537,0,29.73948,-95.42326,77098,1,,,$,385171
14231,$ 372645,1617,0,29.73948,-95.42326,77098,1,,,$,372645
14232,$ 373888,1638,0,29.73948,-95.42326,77098,1,,,$,373888
14233,$ 382537,1582,0,29.73948,-95.42326,77098,1,,,$,382537
14234,$ 421829,1632,0,29.73948,-95.42326,77098,1,,,$,421829
14253,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14254,$ 213285,1556,0,29.69595,-95.39219,77054,1,,,$,213285
14255,$ 195500,1800,0,29.69595,-95.39219,77054,1,,,$,195500
14256,$ 177000,1556,0,29.69595,-95.39219,77054,1,,,$,177000
14257,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14258,$ 225397,2256,0,29.69595,-95.39219,77054,1,,,$,225397
14259,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14260,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14261,$ 199575,1800,0,29.69595,-95.39219,77054,1,,,$,199575
14262,$ 179757,1556,0,29.69595,-95.39219,77054,1,,,$,179757
14263,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14264,$ 219989,2035,0,29.69595,-95.39219,77054,1,,,$,219989
14265,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14266,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14267,$ 232447,1800,0,29.69595,-95.39219,77054,1,,,$,232447
14268,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14269,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14270,$ 213596,1556,0,29.69595,-95.39219,77054,1,,,$,213596
14271,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14272,$ 79860,2256,0,29.69595,-95.39219,77054,1,,,$,79860
14273,$ 187671,1800,0,29.69595,-95.39219,77054,1,,,$,187671
14274,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14275,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14276,$ 181000,1556,0,29.69595,-95.39219,77054,1,,,$,181000
14277,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14278,$ 209815,1556,0,29.69595,-95.39219,77054,1,,,$,209815
14279,$ 195000,1800,0,29.69595,-95.39219,77054,1,,,$,195000
14280,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14281,$ 171627,1181,0,29.69595,-95.39219,77054,1,,,$,171627
14282,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14283,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14284,$ 212013,1953,0,29.69595,-95.39219,77054,1,,,$,212013
14285,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14286,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14287,$ 183125,1556,0,29.69595,-95.39219,77054,1,,,$,183125
14288,$ 200000,1800,0,29.69595,-95.39219,77054,1,,,$,200000
14289,$ 223892,2256,0,29.69595,-95.39219,77054,1,,,$,223892
14290,$ 217011,1800,0,29.69595,-95.39219,77054,1,,,$,217011
14291,$ 214000,1556,0,29.69595,-95.39219,77054,1,,,$,214000
14292,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14293,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14294,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14295,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14296,$ 219989,2035,0,29.69595,-95.39219,77054,1,,,$,219989
14297,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14298,$ 199693,1556,0,29.69595,-95.39219,77054,1,,,$,199693
14299,$ 195954,1800,0,29.69595,-95.39219,77054,1,,,$,195954
14300,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14301,$ 204342,1800,0,29.69595,-95.39219,77054,1,,,$,204342
14302,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14303,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14304,$ 204342,1800,0,29.69595,-95.39219,77054,1,,,$,204342
14305,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14306,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14307,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14308,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14309,$ 219989,2035,0,29.69595,-95.39219,77054,1,,,$,219989
14310,$ 276510,1800,0,29.69595,-95.39219,77054,1,,,$,276510
14311,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14312,$ 195000,1800,0,29.69595,-95.39219,77054,1,,,$,195000
14313,$ 213409,1556,0,29.69595,-95.39219,77054,1,,,$,213409
14314,$ 262557,1800,0,29.69595,-95.39219,77054,1,,,$,262557
14315,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14316,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14317,$ 213000,1556,0,29.69595,-95.39219,77054,1,,,$,213000
14318,$ 195954,1800,0,29.69595,-95.39219,77054,1,,,$,195954
14319,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14320,$ 217011,1800,0,29.69595,-95.39219,77054,1,,,$,217011
14321,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14322,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14323,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14324,$ 217011,1800,0,29.69595,-95.39219,77054,1,,,$,217011
14325,$ 209815,1556,0,29.69595,-95.39219,77054,1,,,$,209815
14326,$ 262600,1800,0,29.69595,-95.39219,77054,1,,,$,262600
14327,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14328,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14329,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14330,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14331,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14332,$ 200000,1800,0,29.69595,-95.39219,77054,1,,,$,200000
14333,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14334,$ 195000,1800,0,29.69595,-95.39219,77054,1,,,$,195000
14335,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14336,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14337,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14338,$ 203358,1800,0,29.69595,-95.39219,77054,1,,,$,203358
14339,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14340,$ 185902,1181,0,29.69595,-95.39219,77054,1,,,$,185902
14341,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14342,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14343,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14344,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14345,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14346,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14347,$ 230144,2256,0,29.69595,-95.39219,77054,1,,,$,230144
14348,$ 165894,1181,0,29.69595,-95.39219,77054,1,,,$,165894
14349,$ 165894,1181,0,29.69595,-95.39219,77054,1,,,$,165894
14350,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14351,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14352,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14353,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14354,$ 188471,1181,0,29.69595,-95.39219,77054,1,,,$,188471
14355,$ 184823,1181,0,29.69595,-95.39219,77054,1,,,$,184823
14356,$ 230100,2256,0,29.69595,-95.39219,77054,1,,,$,230100
14357,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14358,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14359,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14360,$ 166733,1181,0,29.69595,-95.39219,77054,1,,,$,166733
14361,$ 247924,2035,0,29.69595,-95.39219,77054,1,,,$,247924
14362,$ 300000,3272,0,29.69595,-95.39219,77054,1,,,$,300000
14363,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14364,$ 171000,1181,0,29.69595,-95.39219,77054,1,,,$,171000
14365,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14366,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14367,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14368,$ 199693,1556,0,29.69595,-95.39219,77054,1,,,$,199693
14369,$ 193868,1181,0,29.69595,-95.39219,77054,1,,,$,193868
14370,$ 298623,2256,0,29.69595,-95.39219,77054,1,,,$,298623
14371,$ 167998,1104,0,29.69595,-95.39219,77054,1,,,$,167998
14372,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14373,$ 187545,1556,0,29.69595,-95.39219,77054,1,,,$,187545
14374,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14375,$ 173969,1181,0,29.69595,-95.39219,77054,1,,,$,173969
14376,$ 200000,2256,0,29.69595,-95.39219,77054,1,,,$,200000
14377,$ 272707,1752,0.0304,29.70122,-95.41852,77030,3,,,$,272707
14378,$ 229577,1440,0.0258,29.70122,-95.41852,77030,3,,,$,229577
14379,$ 252487,1752,0.0304,29.70122,-95.41852,77030,3,,,$,252487
14380,$ 269635,1752,0.0304,29.70122,-95.41852,77030,3,,,$,269635
14381,$ 229577,1440,0.0258,29.70122,-95.41852,77030,3,,,$,229577
14382,$ 252487,1752,0.0304,29.70122,-95.41852,77030,3,,,$,252487
14383,$ 253662,1797,0.0304,29.70122,-95.41852,77030,3,,,$,253662
14384,$ 229768,1440,0.0256,29.70122,-95.41852,77030,3,,,$,229768
14385,$ 229768,1440,0.0256,29.70122,-95.41852,77030,3,,,$,229768
14386,$ 252487,1752,0.0304,29.70122,-95.41852,77030,3,,,$,252487
14387,$ 251704,1747,0.0332,29.70122,-95.41852,77030,3,,,$,251704
14388,$ 238492,1555,0.0293,29.70122,-95.41852,77030,3,,,$,238492
14389,$ 238867,1555,0.0297,29.70122,-95.41852,77030,3,,,$,238867
14390,$ 238867,1555,0.0297,29.70122,-95.41852,77030,3,,,$,238867
14391,$ 252890,1792,0.0293,29.70122,-95.41852,77030,3,,,$,252890
14392,$ 245000,1747,0.0327,29.70122,-95.41852,77030,3,,,$,245000
14393,$ 239995,1555,0.0327,29.70122,-95.41852,77030,3,,,$,239995
14394,$ 254687,1555,0.0291,29.70122,-95.41852,77030,3,,,$,254687
14395,$ 245060,1662,0.0302,29.70122,-95.41852,77030,3,,,$,245060
14396,$ 229512,1440,0.026,29.70122,-95.41852,77030,3,,,$,229512
14397,$ 229512,1440,0.026,29.70122,-95.41852,77030,3,,,$,229512
14398,$ 278077,1662,0.0309,29.70122,-95.41852,77030,3,,,$,278077
14399,$ 245738,1662,0.0328,29.70122,-95.41852,77030,3,,,$,245738
14400,$ 230325,1440,0.0272,29.70122,-95.41852,77030,3,,,$,230325
14401,$ 253039,1752,0.0325,29.70122,-95.41852,77030,3,,,$,253039
14402,$ 241795,1662,0.0297,29.70122,-95.41852,77030,3,,,$,241795
14403,$ 220400,1313,0.0264,29.70122,-95.41852,77030,3,,,$,220400
14404,$ 253507,1752,0.0343,29.70122,-95.41852,77030,3,,,$,253507
14405,$ 265000,1752,0.0323,29.70122,-95.41852,77030,3,,,$,265000
14406,$ 215000,1440,0.0248,29.70122,-95.41852,77030,3,,,$,215000
14407,$ 242000,1313,0.025,29.70122,-95.41852,77030,3,,,$,242000
14408,$ 228651,1440,0.0248,29.70122,-95.41852,77030,3,,,$,228651
14409,$ 252529,1752,0.0305,29.70122,-95.41852,77030,3,,,$,252529
14410,$ 252529,1752,0.0305,29.70122,-95.41852,77030,3,,,$,252529
14411,$ 229285,1440,0.0255,29.70122,-95.41852,77030,3,,,$,229285
14412,$ 237730,1313,0.0255,29.70122,-95.41852,77030,3,,,$,237730
14413,$ 220504,1313,0.0255,29.70122,-95.41852,77030,3,,,$,220504
14414,$ 215634,1440,0.0255,29.70122,-95.41852,77030,3,,,$,215634
14415,$ 195000,1752,0.0305,29.70122,-95.41852,77030,3,,,$,195000
14416,$ 238829,1555,0.0291,29.70122,-95.41852,77030,3,,,$,238829
14417,$ 239995,1555,0.0327,29.70122,-95.41852,77030,3,,,$,239995
14418,$ 245952,1747,0.0293,29.70122,-95.41852,77030,3,,,$,245952
14419,$ 243940,1623,0.0327,29.70122,-95.41852,77030,3,,,$,243940
14420,$ 238867,1555,0.0297,29.70122,-95.41852,77030,3,,,$,238867
14421,$ 227788,1555,0.0297,29.70122,-95.41852,77030,3,,,$,227788
14422,$ 238492,1555,0.0293,29.70122,-95.41852,77030,3,,,$,238492
14423,$ 251704,1747,0.0332,29.70122,-95.41852,77030,3,,,$,251704
14424,$ 210000,1232,0,29.74917,-95.39553,77006,1,,,$,210000
14425,$ 210000,1232,0,29.74917,-95.39553,77006,1,,,$,210000
14426,$ 295487,1232,0,29.74917,-95.39553,77006,1,,,$,295487
14427,$ 260528,1232,0,29.74915,-95.39538,77006,1,,,$,260528
14428,$ 256008,1012,0,29.74909,-95.39537,77006,1,,,$,256008
14429,$ 260981,1012,0,29.74904,-95.39536,77006,1,,,$,260981
14430,$ 316032,1479,0,29.73496,-95.44428,77027,1,,,$,316032
14431,$ 270363,1120,0,29.73496,-95.44428,77027,1,,,$,270363
14432,$ 325394,1449,0,29.73496,-95.44428,77027,1,,,$,325394
14433,$ 307886,1302,0,29.73496,-95.44428,77027,1,,,$,307886
14434,$ 304621,1302,0,29.73496,-95.44428,77027,1,,,$,304621
14435,$ 265309,1046,0,29.73496,-95.44428,77027,1,,,$,265309
14436,$ 325394,1449,0,29.73496,-95.44428,77027,1,,,$,325394
14437,$ 305000,1449,0,29.73496,-95.44428,77027,1,,,$,305000
14438,$ 298000,1302,0,29.73496,-95.44428,77027,1,,,$,298000
14439,$ 295600,1302,0,29.73496,-95.44428,77027,1,,,$,295600
14440,$ 317418,1449,0,29.73496,-95.44428,77027,1,,,$,317418
14441,$ 389731,1449,0,29.73496,-95.44428,77027,1,,,$,389731
14442,$ 340325,1449,0,29.73496,-95.44428,77027,1,,,$,340325
14443,$ 270363,1120,0,29.73496,-95.44428,77027,1,,,$,270363
14444,$ 312056,1449,0,29.73496,-95.44428,77027,1,,,$,312056
14445,$ 302000,1449,0,29.73496,-95.44428,77027,1,,,$,302000
14446,$ 312056,1449,0,29.73496,-95.44428,77027,1,,,$,312056
14447,$ 302026,1449,0,29.73496,-95.44428,77027,1,,,$,302026
14448,$ 303800,1449,0,29.73496,-95.44428,77027,1,,,$,303800
14449,$ 303800,1449,0,29.73496,-95.44428,77027,1,,,$,303800
14450,$ 307886,1302,0,29.73496,-95.44428,77027,1,,,$,307886
14451,$ 307886,1302,0,29.73496,-95.44428,77027,1,,,$,307886
14452,$ 316540,1525,0,29.73496,-95.44428,77027,1,,,$,316540
14453,$ 312056,1449,0,29.73496,-95.44428,77027,1,,,$,312056
14462,$ 367791,2276,0.0525,29.73804,-95.44455,77027,1,,,$,367791
14463,$ 368294,2276,0.0537,29.73804,-95.44472,77027,1,,,$,368294
